収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,110001,20220630,,8530,日本カルミック㈱,衛生費,課対仕入10%,26334.0000,内税,2394.0000,6月度芳香機使用料,日本カルミック,CHIKASAKUⅡ,,,,,,
支出,110002,20220630,,4015,㈱一広ケーｱﾝﾄﾞエー,販売促進費,課対仕入10%,15400.0000,内税,1400.0000,6月度P-WORLD掲載料,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110003,20220630,,3030,三井住友：富士ﾌｨﾙﾑﾋﾞｼﾞﾈｽｲﾉﾍﾞｰｼｮﾝｼﾞｬﾊﾟﾝ㈱,修繕費,課対仕入10%,5091.0000,内税,462.0000,6月度コピー機使用料,パフォーマンスチャ－ジ,CHIKASAKUⅡ,,,,,,
支出,110004,20220630,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,8932.0000,内税,812.0000,6月度マット使用料,マット・モップ等,CHIKASAKUⅡ,,,,,,
支出,110005,20220630,,7472,㈱まさや,販売促進費,課対仕入10%,11279.0000,内税,1025.0000,トイレットペーパー　ペーパータオル代,アメニティ用品,CHIKASAKUⅡ,,,,,,
,110005,20220630,,7472,㈱まさや,衛生費,課対仕入10%,7946.0000,内税,722.0000,ゴミ袋　洗剤代,Ｐ清掃・衛生用品,CHIKASAKUⅡ,,,,,,
支出,110006,20220630,,6030,都ユニリース㈱,衛生費,課対仕入10%,39160.0000,内税,3560.0000,6月度クリーニング代,クリーニング代,CHIKASAKUⅡ,,,,,,
支出,110007,20220630,,4014,ゲンダイエージェンシー株式会社,販売促進費,課対仕入10%,66000.0000,内税,6000.0000,6/26　6月度Yahooディスプレイ配信料,広告掲載料,CHIKASAKUⅡ,,,,,,
,110007,20220630,,4014,ゲンダイエージェンシー株式会社,販売促進費,課対仕入10%,22110.0000,内税,2010.0000,6/30　LINE月額使用料,広告掲載料,CHIKASAKUⅡ,,,,,,
支出,110008,20220630,,3037,㈱データサポート,販売促進費,課対仕入10%,7150.0000,内税,650.0000,6月度携帯充電器使用料,アメニティ用品,CHIKASAKUⅡ,,,,,,
支出,110009,20220630,,3217,㈱末吉商会,販売促進費,課対仕入10%,8140.0000,内税,740.0000,紙おしぼり2ケース代,アメニティ用品,CHIKASAKUⅡ,,,,,,
支出,110010,20220630,,3201,大都販売㈱　経費,保守管理費,課対仕入10%,22000.0000,内税,2000.0000,6/1　ホールコン月額使用料,設備保守料,CHIKASAKUⅡ,,,,,,
,110010,20220630,,3201,大都販売㈱　経費,修繕費,課対仕入10%,55000.0000,内税,5000.0000,6/14　代替機使用料,機械設備修理,CHIKASAKUⅡ,,,,,,
支出,110011,20220630,,2341,㈱徳商運輸,運賃荷造費,課対仕入10%,5500.0000,内税,500.0000,6月度新台配送料,配送費・運賃,CHIKASAKUⅡ,,,,,,
支出,110012,20220630,,0826,㈱さくらトータルサービス,修繕費,課対仕入10%,30613.0000,内税,2783.0000,カーペットタオル設置作業費他,機械設備修理,CHIKASAKUⅡ,,,,,,
,110012,20220630,,0826,㈱さくらトータルサービス,修繕費,課対仕入10%,60500.0000,内税,5500.0000,監視カメラ用モニター購入・交換費,機械設備修理,CHIKASAKUⅡ,,,,,,
支出,110013,20220630,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,95040.0000,内税,8640.0000,6月度コレクタメンテナンス料,設備保守料,CHIKASAKUⅡ,,,,,,
支出,110014,20220630,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,148500.0000,内税,13500.0000,6月度店内早朝・深夜清掃費,清掃代,CHIKASAKUⅡ,,,,,,
支出,110015,20220630,,4019,㈱貢献　経費,事務消耗品費,課対仕入10%,8800.0000,内税,800.0000,ビニールホルダー10本,事務用品,CHIKASAKUⅡ,,,,,,
,110015,20220630,,4019,㈱貢献　経費,運賃荷造費,課対仕入10%,1045.0000,内税,95.0000,ビニールホルダー着払い代,配送費・運賃,CHIKASAKUⅡ,,,,,,
支出,110016,20220630,,4342,㈱大塚商会　府中支店,事務消耗品費,課対仕入10%,6803.0000,内税,618.0000,布テープ　両面テープ代,備品,CHIKASAKUⅡ,,,,,,
支出,110017,20220630,,0185,東京ヤクルト販売㈱,販売促進費,課対仕入10%,18079.0000,内税,1643.0000,6月度ファン感用ヤクルトV　270本,ファン感謝デー,CHIKASAKUⅡ,,,,,,
