収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,102001,20240630,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,9641.0000,内税,876.0000,黒×53175　カラー×19642　カラーコピー×199,パフォーマンスチャージ,CHIKASAKU,,,,,,
支出,102002,20240630,,8530,日本カルミック㈱,衛生費,課対仕入10%,41734.0000,内税,3794.0000,便器洗浄器　他　6月分,日本カルミック,CHIKASAKU,,,,,,
支出,102003,20240630,,3037,㈱データサポート,販売促進費,課対仕入10%,14300.0000,内税,1300.0000,携帯電話充電器レンタル料　6月分,アメニティ用品,CHIKASAKU,,,,,,
支出,102004,20240630,,4020,マミヤITソリューションズ㈱,販売促進費,課対仕入10%,12100.0000,内税,1100.0000,デー太郎Ω用データ制作サービス利用料　6月分,販促物,CHIKASAKU,,,,,,
支出,102005,20240630,,6229,セデック㈱,支払手数料,課対仕入10%,5500.0000,内税,500.0000,P Connectサービス利用料,ｼｽﾃﾑ管理利用料,CHIKASAKU,,,,,,
支出,102006,20240630,,6225,㈱白興　川口工場,衛生費,課対仕入10%,22000.0000,内税,2000.0000,クリーニング代　6月分,クリーニング代,CHIKASAKU,,,,,,
支出,102007,20240630,,7472,㈱まさや,衛生費,課対仕入10%,10422.0000,内税,947.0000,ゴミ袋,清掃用品・衛生用品,CHIKASAKU,,,,,,
,102007,20240630,,7472,㈱まさや,販売促進費,課対仕入10%,16007.0000,内税,1455.0000,トイレットペーパー,アメニティ用品,CHIKASAKU,,,,,,
支出,102008,20240630,,4946,㈱三平商会,支払手数料,課対仕入10%,171600.0000,内税,15600.0000,エアコンレンタル代　6月分,レンタル料,CHIKASAKU,,,,,,
支出,102009,20240630,,1901,㈱ユニマットライフ,販売促進費,課対仕入10%,11110.0000,内税,1010.0000,エコサーバー　レンタル料6月分　紙コップ,アメニティ用品,CHIKASAKU,,,,,,
,102009,20240630,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,27676.0000,内税,2516.0000,特注マット　ジェットタオルヒーター,マット・モップ等,CHIKASAKU,,,,,,
支出,102010,20240630,,4015,㈱一広ケーアンドエー,販売促進費,課対仕入10%,55000.0000,内税,5000.0000,P-WORLD利用料,広告掲載料,CHIKASAKU,,,,,,
支出,102011,20240630,,4342,㈱大塚商会　府中支店,事務消耗品費,課対仕入10%,4567.0000,内税,415.0000,ナイスタック（両面テープ）,事務用品,CHIKASAKU,,,,,,
