日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240625,00102001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,300000.0000,対象外,0.0000,出納:小口入金
20240625,00102001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,131523.0000,対象外,0.0000,
20240625,00102001,,小口現金,10020,,,,CHIKASAKU,,,,,,300000.0000,対象外,0.0000,,,,,,,,,,,,,,,
20240625,00102001,,旅費交通費,86110,,,,CHIKASAKU,交通機関,,,,,1756.0000,課対仕入10%,157.0000,,,,,,,,,,,,,,,出納:府中→秋葉原
20240625,00102001,,販売促進費,86145,,,,CHIKASAKU,販促物,,,,,87307.0000,課対仕入10%,7937.0000,,,,,,,,,,,,,,,出納:代引き（Tシャツ）
20240625,00102001,,販売促進費,86145,,,,CHIKASAKU,個店イベント,,,,,18360.0000,課対仕入10%,1669.0000,,,,,,,,,,,,,,,出納:総付景品（クッキー）
20240625,00102001,,非課税支払手数料,86303,,,,CHIKASAKU,各種手数料（官公庁）,,,,,20000.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:6/10　入替申請
20240625,00102001,,雑費,86310,,,,CHIKASAKU,その他,,,,,4100.0000,課対仕入10%,372.0000,,,,,,,,,,,,,,,出納:まかない企画（お菓子）
