日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20231031,00102101,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,300000.0000,対象外,0.0000,出納:小口現金入金
20231031,00102101,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,80650.0000,対象外,0.0000,
20231031,00102101,,,,,,,,,,,,,,,,旅費交通費,86110,,,,CHIKASAKU,交通機関,,,,,356.0000,課対仕入10%,32.0000,出納:10/14交通費返金
20231031,00102101,,小口現金,10020,,,,CHIKASAKU,,,,,,300356.0000,対象外,0.0000,,,,,,,,,,,,,,,
20231031,00102101,,販売促進費,86145,,,,CHIKASAKU,配布用販促物,,,,,16280.0000,課対仕入10%,1480.0000,,,,,,,,,,,,,,,出納:ポケットティッシュ×4000個
20231031,00102101,,販売促進費,86145,,,,CHIKASAKU,販促物,,,,,2980.0000,課対仕入10%,270.0000,,,,,,,,,,,,,,,出納:KIRIGEN意見箱
20231031,00102101,,販売促進費,86145,,,,CHIKASAKU,個店イベント,,,,,27800.0000,課対仕入10%,2527.0000,,,,,,,,,,,,,,,出納:バナナチョコ×200個
20231031,00102101,,非課税支払手数料,86303,,,,CHIKASAKU,各種手数料（官公庁）,,,,,31800.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:10/23変更承認申請
20231031,00102101,,運賃荷造費,86340,,,,CHIKASAKU,配送費・運賃,,,,,1790.0000,課対仕入10%,162.0000,,,,,,,,,,,,,,,出納:着払運賃
