収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,102001,20240731,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,5570.0000,内税,506.0000,黒×55114　カラー×20043　カラーコピー×219,パフォーマンスチャージ,CHIKASAKU,,,,,,
支出,102002,20240731,,8530,日本カルミック㈱,衛生費,課対仕入10%,41734.0000,内税,3794.0000,便器洗浄器他　7月分,日本カルミック,CHIKASAKU,,,,,,
支出,102003,20240731,,3037,㈱データサポート,販売促進費,課対仕入10%,14300.0000,内税,1300.0000,携帯電話充電器レンタル料　7月分,アメニティ用品,CHIKASAKU,,,,,,
支出,102004,20240731,,4020,マミヤITソリューションズ㈱,販売促進費,課対仕入10%,12100.0000,内税,1100.0000,デー太郎Ω用データ制作サービス利用料　7月分,販促物,CHIKASAKU,,,,,,
支出,102005,20240731,,6229,セデック㈱,支払手数料,課対仕入10%,5500.0000,内税,500.0000,P　Connectサービス利用料　７月分,ｼｽﾃﾑ管理利用料,CHIKASAKU,,,,,,
支出,102006,20240731,,0688,十全交通㈱,旅費交通費,課対仕入10%,12800.0000,内税,1163.0000,タクシー代交通費（深夜入替など）,交通機関,CHIKASAKU,,,,,,
支出,102007,20240731,,6225,㈱白興　川口工場,衛生費,課対仕入10%,22000.0000,内税,2000.0000,クリーニング代　7月分,クリーニング代,CHIKASAKU,,,,,,
支出,102008,20240731,,4946,㈱三平商会,支払手数料,課対仕入10%,171600.0000,内税,15600.0000,エアコンレンタル代　7月分,レンタル料,CHIKASAKU,,,,,,
支出,102009,20240731,,1901,㈱ユニマットライフ,販売促進費,課対仕入10%,4950.0000,内税,450.0000,エコサーバーレンタル料　7月分,アメニティ用品,CHIKASAKU,,,,,,
,102009,20240731,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,27676.0000,内税,2516.0000,特注マット、ジェットタオルヒーター,マット・モップ等,CHIKASAKU,,,,,,
支出,102010,20240731,,2341,㈱徳商運輸,運賃荷造費,課対仕入10%,109010.0000,内税,9910.0000,遊技台運賃　7月分,配送費・運賃,CHIKASAKU,,,,,,
