収支区分,管理番号,発生日,決済期日,取引先コード,取引先,勘定科目,税区分,金額,税計算区分,税額,備考,品目,部門,メモタグ（複数指定可、カンマ区切り）,決済日,決済口座,決済金額
支出,102001,20240430,,3035,キャノンマーケティングジャパン㈱,修繕費,課対仕入10%,9969.0000,内税,906.0000,黒×48275　カラー×17905　カラーコピー×190,パフォーマンスチャ－ジ,CHIKASAKU,,,,,,
支出,102002,20240430,,8530,日本カルミック㈱,衛生費,課対仕入10%,41734.0000,内税,3794.0000,便器洗浄器他　４月分,日本カルミック,CHIKASAKU,,,,,,
支出,102003,20240430,,3037,㈱データサポート,販売促進費,課対仕入10%,14300.0000,内税,1300.0000,携帯電話充電器レンタル料　4月分,アメニティ用品,CHIKASAKU,,,,,,
支出,102004,20240430,,4020,マミヤITソリューションズ㈱,販売促進費,課対仕入10%,12100.0000,内税,1100.0000,デー太郎Ω用データ制作サービス利用料　4月分,販促物,CHIKASAKU,,,,,,
支出,102005,20240430,,6225,㈱白興　川口工場,衛生費,課対仕入10%,22000.0000,内税,2000.0000,クリーニング代　4月分,クリーニング代,CHIKASAKU,,,,,,
支出,102006,20240430,,6229,セデック㈱,支払手数料,課対仕入10%,5500.0000,内税,500.0000,P　Connectサービス利用料,ｼｽﾃﾑ管理利用料,CHIKASAKU,,,,,,
支出,102007,20240430,,4946,㈱三平商会,支払手数料,課対仕入10%,171600.0000,内税,15600.0000,エアコンレンタル代　4月分,レンタル料,CHIKASAKU,,,,,,
支出,102008,20240430,,3017,㈱LGF,販売促進費,課対仕入10%,220000.0000,内税,20000.0000,広告宣伝費（パチエース等掲載費用）,広告掲載料,CHIKASAKU,,,,,,
支出,102009,20240430,,1901,㈱ユニマットライフ,販売促進費,課対仕入10%,4950.0000,内税,450.0000,エコサーバー　レンタル料4月分,アメニティ用品,CHIKASAKU,,,,,,
,102009,20240430,,1901,㈱ユニマットライフ,衛生費,課対仕入10%,50094.0000,内税,4554.0000,特注マット、ジェットタオルヒーター,マット・モップ等,CHIKASAKU,,,,,,
支出,102010,20240430,,0688,十全交通㈱,旅費交通費,課対仕入10%,6500.0000,内税,590.0000,深夜入替　交通費（タクシー代）,交通機関,CHIKASAKU,,,,,,
支出,102011,20240430,,2341,㈱徳商運輸,運賃荷造費,課対仕入10%,112860.0000,内税,10260.0000,遊技台運賃　４月分,配送費・運賃,CHIKASAKU,,,,,,
支出,102012,20240430,,0826,㈱さくらトータルサービス,事務消耗品費,課対仕入10%,6525.0000,内税,593.0000,蛍光管　デオライト他,電球・蛍光管,CHIKASAKU,,,,,,
,102012,20240430,,0826,㈱さくらトータルサービス,修繕費,課対仕入10%,8750.0000,内税,795.0000,扉修理　ロッカー移動作業他,機械設備修理,CHIKASAKU,,,,,,
,102012,20240430,,0826,㈱さくらトータルサービス,保守管理費,課対仕入10%,39600.0000,内税,3600.0000,コレクタ　10箇所　4月分,設備保守料,CHIKASAKU,,,,,,
,102012,20240430,,0826,㈱さくらトータルサービス,衛生費,課対仕入10%,946000.0000,内税,86000.0000,４月度早朝清掃　３０日,清掃代,CHIKASAKU,,,,,,
支出,102013,20240430,,4019,㈱貢献　経費,運賃荷造費,課対仕入10%,6050.0000,内税,550.0000,立替運賃,配送費・運賃,CHIKASAKU,,,,,,
,102013,20240430,,4019,㈱貢献　経費,販売促進費,課対仕入10%,37400.0000,内税,3400.0000,店内用ポスターデザイン,販促物,CHIKASAKU,,,,,,
,102013,20240430,,4019,㈱貢献　経費,販売促進費,課対仕入10%,37400.0000,内税,3400.0000,駅貼り用ポスターデザイン,看板・吊革広告,CHIKASAKU,,,,,,
