日付,伝票番号,決算整理仕訳,借方勘定科目,借方科目コード,借方補助科目,借方取引先,借方取引先コード,借方部門,借方品目,借方メモタグ,借方セグメント1,借方セグメント2,借方セグメント3,借方金額,借方税区分,借方税額,貸方勘定科目,貸方科目コード,貸方補助科目,貸方取引先,貸方取引先コード,貸方部門,貸方品目,貸方メモタグ,貸方セグメント1,貸方セグメント2,貸方セグメント3,貸方金額,貸方税区分,貸方税額,摘要
20240525,00102001,,,,,,,,,,,,,,,,小口現金,10020,,,,CHIKASAKU,,,,,,61069.0000,対象外,0.0000,
20240525,00102001,,事務消耗品費,86100,,,,CHIKASAKU,ＯＡ用品,,,,,16500.0000,課対仕入10%,1500.0000,,,,,,,,,,,,,,,出納:代引き（リサイクルトナー）
20240525,00102001,,旅費交通費,86110,,,,CHIKASAKU,交通機関,,,,,794.0000,課対仕入10%,72.0000,,,,,,,,,,,,,,,出納:府中?国分寺?一橋学園
20240525,00102001,,販売促進費,86145,,,,CHIKASAKU,販促物,,,,,17925.0000,課対仕入10%,1628.0000,,,,,,,,,,,,,,,出納:ファン感用衣装
20240525,00102001,,非課税支払手数料,86303,,,,CHIKASAKU,各種手数料（官公庁）,,,,,24620.0000,非課仕入,0.0000,,,,,,,,,,,,,,,出納:5/13　入替申請
20240525,00102001,,運賃荷造費,86340,,,,CHIKASAKU,配送費・運賃,,,,,1230.0000,課対仕入10%,111.0000,,,,,,,,,,,,,,,出納:運賃（精密機器PC）
